genre_id,movie_id,year
6,3887,2009
15,5538,1992
10,6073,2000
9,769,2008
10,8467,2007
17,8010,2005
8,5940,1972
5,3171,1975
11,322,1976
16,6621,2002
2,7969,2019
3,8075,1979
2,2706,1984
4,6936,2007
17,3396,2019
4,5326,1974
13,5145,2004
16,3206,1980
1,6112,1979
13,5362,1990
3,7128,1982
2,1113,1981
10,4406,1999
10,63,2018
2,2270,1992
12,5450,1990
1,1304,2015
18,6668,1984
3,5871,1990
16,2294,2015
16,5083,1978
6,46,1986
15,386,2014
15,833,1974
17,1112,1981
7,7368,1997
6,6392,1979
7,6817,1973
2,7213,1980
7,3140,2010
15,4769,1980
14,3231,1996
6,9511,2008
6,5560,2001
16,2349,1999
14,340,1989
8,3411,2006
9,6887,1979
11,70,1987
16,7807,1997
4,9807,1988
18,2908,2019
9,7342,1975
7,7773,1989
14,3125,1979
4,7789,2007
11,7340,2004
16,8730,2008
18,9733,1973
12,5580,2009
14,1736,1994
14,2081,2004
18,7434,1981
3,38,1992
4,9862,1993
5,5473,1993
17,3297,1980
11,872,1976
8,9254,1980
2,6457,2007
2,7807,2015
9,187,1978
13,7514,2007
5,1062,1996
18,2616,2016
11,9284,1972
17,749,2012
7,2672,1980
9,2222,1973
7,9081,1991
17,3428,1991
6,4009,2010
14,2555,1992
8,826,2013
13,1023,1979
10,5969,1986
17,4738,2010
10,8156,1976
15,3956,1981
14,7896,2012
1,3052,1991
15,164,1982
8,9682,1989
4,20,2018
17,9335,2001
17,5941,2014
13,5354,1987
7,1595,2013
6,6932,2009
2,2098,1988
14,1890,2001
3,3972,2020
4,5343,2006
14,7322,2010
2,499,1978
8,7588,1974
13,2921,2010
5,4839,2003
17,5271,2007
9,700,1980
17,4658,1982
6,9865,1999
8,9123,2019
16,2753,2001
5,6574,1996
6,2524,1970
9,6826,2013
7,2197,1992
13,6712,2000
5,2341,1978
5,7141,1994
12,1051,1998
17,6827,1978
9,3682,1984
13,848,1997
2,167,1990
17,1801,1979
6,8040,1980
9,1994,2000
9,1569,1989
16,6503,1981
13,5881,1995
18,8651,2000
17,7485,2007
15,777,2001
5,5813,2005
5,4255,2011
7,7082,2007
15,6895,2018
13,1464,2008
12,4746,2007
10,2587,1997
9,6121,1977
7,3282,1983
17,1018,1998
18,8141,1990
17,8045,1979
2,903,1978
14,3047,2000
4,9672,2009
1,7562,1978
7,5785,1996
11,3705,2019
15,4061,1973
10,4341,1998
11,4791,2009
7,735,2008
2,7395,1992
10,2425,2017
15,2547,2019
7,163,1992
5,4823,1976
8,4627,1995
15,1711,2003
9,4253,2006
15,1897,2015
16,507,1995
7,6573,1984
16,7439,1974
1,1336,2008
6,8071,1997
5,3570,1994
13,9036,2004
16,4408,2003
11,1772,1995
13,349,2010
5,9456,2012
8,6278,2019
15,4430,1993
13,1713,2020
11,729,1999
5,7107,1982
13,3848,2004
16,4537,1975
15,3453,1988
2,4497,1986
2,6795,1978
16,6610,1985
7,9354,1995
3,4145,1984
3,4549,1976
18,5932,1980
4,1433,2013
13,6816,1984
3,2299,2015
16,5760,1989
16,1623,2020
7,8592,1996
12,7980,1988
12,5933,1988
18,965,2002
11,5395,1991
16,9786,1990
9,820,1979
18,2760,2012
16,2573,2001
3,144,1974
16,5489,1991
7,5912,2002
4,2231,1999
16,3723,2004
13,63,1996
7,4086,1970
6,568,1985
16,8491,1974
18,2417,1971
2,8278,1987
8,4855,2019
10,1589,2001
16,9755,2006
11,2653,1996
5,9334,1991
6,5399,1999
17,1674,2007
15,4775,1972
6,2347,2017
11,8353,1985
8,1850,1994
16,1794,2001
5,3209,1980
5,5166,2007
18,3254,1981
6,2395,2009
1,3774,1997
17,5315,1998
6,6658,1974
1,1670,1974
12,8464,1972
9,5093,1993
12,1879,1991
9,3916,1975
13,9824,1977
3,1807,2009
16,3946,2016
9,6792,1986
11,6472,2002
7,447,1982
8,331,2019
8,898,1999
12,9732,1974
6,1526,1973
2,6037,1974
10,8041,1975
9,8773,1989
16,5443,2017
3,5316,2011
3,8772,2019
12,7313,1973
5,6085,1994
18,8182,1971
9,8799,2003
4,3969,1996
3,2498,2004
7,4891,1973
1,8691,2006
4,1644,2015
8,6308,1976
10,3590,2013
3,7900,1984
15,8153,1986
11,320,1999
17,7679,1973
3,3348,1976
5,8167,1988
2,9960,2020
16,8483,2013
13,540,1975
18,7412,1979
1,3923,2009
14,140,1977
14,5235,2004
9,2364,1976
10,8341,1980
10,7139,2000
1,5384,1999
1,7095,2008
14,1699,1983
7,4495,1991
11,3585,1985
6,3373,1975
10,7668,1980
2,8870,2017
10,8516,1975
4,9248,1988
9,3549,1987
1,6651,2011
8,3303,1972
16,4551,2007
13,5883,2012
16,7781,2020
7,7399,1990
16,3052,2000
3,756,2008
15,7782,1974
16,1229,2017
13,471,1979
12,4042,2012
14,1658,2009
9,2611,1977
1,2869,1997
18,9097,2016
3,2922,2004
8,141,1994
18,7766,2010
5,7455,1984
15,7618,1998
9,8975,2013
7,8907,1987
11,3687,1975
18,9960,1983
11,9681,2003
18,5968,2006
6,1280,2003
14,6168,2005
6,1212,1992
2,880,1986
9,4625,2012
9,710,1983
10,5742,1983
13,2301,1971
5,2009,2003
2,8903,2013
12,8077,2014
8,373,1997
8,4007,2008
14,3096,2004
6,7222,1981
6,9804,1971
4,9119,1974
5,3405,2018
5,6060,2020
4,9876,1985
18,4528,2018
18,6726,1982
16,5301,1982
11,2853,2015
3,7579,2012
13,1936,1981
1,7833,1990
17,2930,1979
3,2122,2012
7,5762,1999
2,8891,2011
18,1676,2003
3,1383,1993
16,2633,1999
7,1327,1984
7,9683,2004
4,5604,1999
9,3794,2010
13,8702,1979
13,4987,1983
15,5345,2014
4,1809,1978
1,5297,2016
8,4050,1977
4,5626,1978
1,6904,1988
17,7883,1996
4,1147,2012
7,6808,2012
5,8073,2000
3,4716,1974
2,2803,2004
4,7510,2009
5,5421,1999
7,9753,1974
9,6866,2011
13,8799,2010
10,5527,2017
17,4784,2005
16,7963,1992
14,3767,1972
7,9756,1993
9,665,1970
3,6371,1993
8,3930,1998
7,698,2001
7,4391,1998
9,7063,1976
11,1712,2018
10,6816,2016
4,5802,1996
9,6212,2005
3,9687,2002
15,231,1996
8,9361,2013
13,9561,1987
1,3208,2009
15,9714,1982
16,1230,1994
10,1055,1990
17,4749,1997
6,3535,1981
3,6742,1987
8,5361,2006
15,7510,1975
9,5587,2000
15,9131,1989
13,8585,2014
12,9493,1995
15,6048,1995
18,6169,2020
18,8125,1991
12,1500,1992
10,9398,1976
13,6731,2006
12,5599,2015
10,8072,1974
6,9075,1972
2,9718,1974
1,777,2011
13,3280,1974
18,8193,2013
6,8010,1984
15,2058,1971
1,9576,1991
16,5513,1988
16,1635,2013
3,8682,1979
16,7243,1993
15,1070,2019
7,3468,1994
5,4746,2003
4,5311,1985
2,4997,1981
1,2202,1984
1,2436,2009
15,4610,1988
14,50,1998
16,4685,2018
7,2184,2003
16,6201,2010
3,5056,1972
3,9761,2011
12,7525,1984
7,9145,1972
1,9653,2013
15,1453,1982
2,802,1975
12,863,1987
17,8728,1996
10,2366,2012
8,4207,2004
14,3576,1982
4,894,1988
3,9085,2000
12,4641,1990
9,8134,2017
18,5291,2008
9,5783,2008
11,3951,2013
9,9217,1999
4,9465,1987
12,4585,1998
9,7519,2019
17,9151,1996
13,5945,1987
9,338,1996
15,9749,2014
7,8751,1997
13,8549,1998
7,6726,1988
11,2593,2012
15,6896,2019
12,3609,2020
6,2181,2020
17,5142,2002
5,4389,2018
1,1436,1987
9,6229,1981
7,9864,1997
5,8979,2017
7,7232,2008
7,1314,1988
18,6035,2014
9,7347,1974
1,4116,2013
7,4660,1977
6,3346,1991
11,7444,2014
9,286,1973
9,6845,2010
18,98,2011
18,8846,1997
13,4810,2011
5,7685,1999
3,9503,2018
14,4616,1998
3,4527,2001
12,9862,2015
3,2817,1974
7,1571,1987
14,9852,1977
7,4816,1999
13,8475,2007
8,1781,2004
18,6150,1996
16,7492,2010
5,8941,1989
16,7060,1995
15,2852,1979
3,5856,1999
6,3600,1990
13,3875,1998
16,6518,2008
4,9786,2019
2,8246,2018
8,1676,1984
5,6018,1971
5,6393,2005
3,577,1983
4,8552,1991
16,6917,2004
18,4485,2012
10,4710,2005
17,8412,1979
17,2331,2019
17,8991,1984
18,3239,1986
16,6948,1984
12,6054,1976
13,8345,2015
18,443,1990
8,5112,1996
15,3215,2008
4,2745,1996
9,9926,1973
16,5724,2007
10,5601,1990
18,1522,1972
14,8243,1982
9,1900,1979
4,3055,1978
7,9238,1990
5,7168,2009
10,3351,1971
3,1039,2015
17,3159,1985
6,7478,2010
13,8374,2011
9,4072,2015
17,4728,2013
2,9466,1991
9,9248,1979
3,5609,1992
15,2538,2000
3,4965,1972
16,9530,2005
1,2519,2008
4,839,2002
1,100,2015
15,135,2008
9,6481,1994
17,2728,1991
15,660,1999
15,3558,2008
9,2284,2008
17,3336,1982
2,5860,1986
2,3542,2000
2,7879,2007
16,9694,1977
18,9315,1993
15,6402,2017
1,1918,1999
1,1030,2008
12,7332,2007
6,5645,1974
13,9764,2014
7,7637,2005
13,6548,2003
16,31,1989
11,8795,2015
3,982,1973
16,2246,1975
4,9212,2019
10,4448,1989
11,6253,1982
10,8416,2002
3,10,2005
12,3982,1989
4,1167,2019
13,3467,1996
16,8414,1996
1,50,1990
1,9132,1994
5,7403,2019
11,7662,1993
10,2125,2001
12,6326,2020
6,7213,2014
1,4461,2012
11,5072,1975
9,5010,1973
14,5854,1975
15,492,1991
10,1020,2010
15,8272,2010
3,6784,2008
14,9969,2019
9,8326,1994
3,5759,1998
9,5623,2016
7,619,1999
5,7470,1983
5,2843,1998
1,917,1974
2,8069,1998
7,7786,1994
14,6318,1987
1,2409,2010
18,2742,1981
1,6184,2001
2,1134,1988
9,6764,1992
14,1990,2013
9,4888,2003
12,6502,2014
7,1320,2012
11,6236,2007
9,2438,2001
2,5175,2016
1,5238,2001
2,75,2019
3,6492,1973
4,9820,2017
5,2615,2004
15,9241,2011
3,9149,2017
12,3634,1997
11,7892,2002
9,2044,1987
4,6551,1971
2,105,2015
7,4366,1995
9,5813,1982
3,7067,1994
6,2947,2001
6,7606,1974
15,4827,1994
13,9395,1978
13,340,2009
16,4880,2008
4,9703,1983
16,9485,1989
13,6069,1982
7,8079,1993
7,1435,1984
18,7286,2005
16,4738,2014
12,1527,1987
15,4838,2008
9,7550,1976
17,7851,1994
9,5473,1975
6,5134,2004
18,2181,2018
10,9738,1993
8,9611,2017
13,7942,2017
8,5620,2000
7,2261,2015
10,2116,1980
5,9232,2005
7,400,1977
16,6477,1997
8,3410,1974
4,9708,1990
7,2150,1991
15,205,1974
5,4225,1994
4,8484,2020
18,8324,2009
8,9417,1973
6,623,1988
17,2461,1981
17,8676,2018
12,898,1998
12,3079,2007
11,629,2015
4,2519,1980
5,232,1992
11,6352,2008
11,8228,1978
5,9781,1971
4,2268,2000
18,8374,2009
1,4561,2003
3,7328,1980
5,2053,1985
2,8637,2007
13,9610,2014
1,123,2001
1,4292,1988
16,2925,1995
13,107,1976
14,2979,1996
5,2118,2002
11,3202,1984
5,5759,2017
18,7156,2005
18,7234,2006
6,3460,1977
8,1311,1980
7,6860,2004
13,5053,2011
3,3261,1982
10,1847,1998
1,2007,2008
2,3895,1989
1,9074,1999
9,1525,2005
13,5220,2002
18,3849,1999
14,6040,2019
15,4373,1973
5,5367,2001
6,2374,1999
16,7914,1994
7,9382,1994
1,4040,2017
16,5204,1979
10,7771,2014
13,2947,1974
16,2275,1994
14,6528,2017
6,2362,2012
7,95,1972
17,156,1981
1,6660,2006
8,3290,2004
8,2054,1992
17,2970,2018
1,8150,1999
6,8980,2010
4,7402,1983
11,5013,2015
18,7723,2007
2,5103,2005
17,8295,2020
16,2507,1975
16,3139,1982
17,7452,1979
11,8133,1982
12,6332,1977
8,1020,1984
16,6435,1981
13,626,2008
10,6657,1985
5,9780,1979
7,7906,2011
18,226,1988
2,3523,1998
14,6881,2019
18,4332,2003
2,3850,1980
9,4996,1987
6,7715,1995
7,1643,2017
13,8537,2014
17,43,2004
12,2868,2019
13,7401,2005
16,9926,1987
16,557,2012
11,7109,1995
15,180,1983
1,9804,2019
14,785,2020
9,1264,2011
12,6305,1984
13,7682,2006
12,8024,2003
1,6564,2004
