movie_id,award_id,year
1995,9,2006
613,5,1994
9918,7,1977
4579,16,2003
7415,20,1990
3544,16,2013
7800,6,2008
3497,5,1975
7301,19,2017
1377,2,2014
7662,14,1992
1408,24,2020
9827,13,2002
3785,13,1981
5244,19,1979
5171,24,1973
4175,3,2014
3629,13,2009
8332,11,2020
3539,21,2005
4375,5,1984
1461,12,1980
7546,8,2001
3031,17,1994
5072,11,1989
5449,16,1972
9089,21,2006
8542,21,2015
3911,2,2009
260,4,2012
791,8,1997
3557,1,2011
8909,16,1981
1481,9,1985
3612,15,2009
3664,16,2019
6864,5,2009
914,5,2003
3458,19,2012
8218,13,1996
3281,12,2008
8188,16,1974
8940,17,2015
6121,9,2000
6018,19,1971
357,20,1976
3344,22,1984
9045,24,1972
2174,15,2012
5468,8,2005
3576,7,1980
4966,14,1997
4910,8,1991
3099,16,2015
7675,12,2001
7205,22,1978
3392,10,1991
3674,17,2012
5903,22,1998
4184,10,1983
125,5,1985
4977,16,1979
8839,5,1976
7636,16,2006
8096,8,1996
8910,8,1984
5986,15,1979
4343,5,2012
6695,15,1987
1342,15,1978
9199,24,2003
8871,19,2007
431,18,2000
3524,21,1973
6513,15,1974
2835,19,2006
6950,4,2020
5407,8,2004
1162,9,2012
3376,20,1981
5810,24,1972
577,2,1994
9106,12,2010
8728,20,1972
287,21,2003
8281,12,1994
9807,20,1992
4658,9,1979
6290,7,1999
4374,4,1974
4621,11,1972
4006,18,1980
3017,21,2018
6437,21,1979
2007,21,1999
7955,18,1984
3774,20,1987
3476,2,2005
6643,4,1974
9607,7,2009
9278,3,2006
3266,6,1974
9568,24,1996
105,12,1973
726,5,2018
6961,25,1971
6072,25,1993
7006,14,1977
4484,7,1983
4604,4,1999
6841,12,1985
7961,15,1971
5772,4,1982
2857,16,1986
5624,4,1979
2331,15,2019
8286,24,1984
9700,6,2019
8173,14,1992
3626,14,2014
2307,18,1992
6510,10,2000
9345,18,2016
1177,8,1975
5133,4,1996
9945,2,1983
7562,5,1990
3659,25,1971
2680,25,1975
7953,14,2008
3906,9,1982
8493,12,1990
881,21,1985
9615,23,1971
5198,9,1972
3390,6,1985
6322,13,1981
1788,25,1976
9818,19,1981
7943,10,1985
7255,15,2014
1402,23,1977
8192,3,2001
8443,19,2020
2301,23,1984
7996,16,2015
1772,8,2013
6709,4,1997
314,2,1988
3550,4,1989
4248,7,1991
8144,5,1984
8591,10,1994
9562,3,2014
7310,13,2006
5574,24,1984
5882,23,1994
4240,6,2019
7526,11,1993
5637,1,1979
5730,11,2004
5502,16,2014
5540,13,1981
2682,11,1973
1913,15,2014
9867,14,2016
9720,13,2006
8344,15,1983
6069,3,2001
9431,9,2016
9298,10,2011
2722,10,1975
8176,9,1990
2975,2,1988
3558,7,2010
4144,10,2003
705,5,2003
926,19,1986
8900,21,1991
3816,3,2013
7179,7,1989
1794,8,1977
3776,17,2000
5463,20,1986
2545,19,2014
9317,11,1982
9601,21,2002
6262,3,1973
7503,25,1981
8295,17,1979
8913,21,1974
8816,10,1976
3312,12,2020
9183,4,2014
2734,23,1986
1840,21,1992
3236,9,1983
6193,10,2003
6116,16,2013
5387,21,1992
7752,11,2008
6149,3,1970
5680,12,1972
3496,22,1970
7957,22,2016
8943,10,1998
2492,21,1971
4634,4,2006
5063,18,1990
3032,11,2008
3340,19,1973
6009,24,1987
470,10,1976
2065,23,2003
935,16,2014
342,25,1974
648,9,2017
6939,2,1985
6793,5,1996
163,5,1977
7714,6,2004
7876,10,2002
959,19,2008
1348,2,2018
6195,8,1983
1811,15,1992
9054,5,1998
7147,2,1975
2677,14,2020
8430,18,2015
3978,21,2004
7697,17,1972
5508,1,1978
1805,5,2001
2344,17,1985
1856,9,1988
7855,1,2016
7743,11,2013
7676,16,1997
4855,3,1972
5809,14,1989
2664,25,2009
2668,2,1978
9558,8,1991
3219,17,2013
6805,4,1993
9532,3,2018
8608,12,1976
4602,9,2010
3645,3,1994
295,8,1989
7739,14,1995
8898,13,2018
5727,24,2002
6203,11,1984
2438,3,1990
3715,15,1981
4362,18,1972
4365,25,1996
7674,14,2015
7906,10,2000
6899,17,2002
3631,19,2016
2643,6,1979
9371,4,2008
9216,14,2019
5153,11,1976
7894,23,1996
8013,1,1972
1979,22,2009
7256,25,2016
789,23,1985
5287,14,2006
5982,13,1973
4342,7,1979
9601,14,1984
5795,6,1974
361,15,1990
4975,5,2012
1341,25,1993
4158,4,2017
8468,22,2009
3369,23,2013
5685,9,2017
3157,21,1994
6114,14,1998
7522,11,2007
9157,2,1985
7602,19,1978
9782,24,2001
3328,14,1975
3181,23,2009
708,13,1983
4669,10,1997
8680,7,1976
591,9,1981
2479,14,1996
1036,13,1976
6963,19,1985
2585,22,2004
8167,3,2002
1795,9,2002
4430,24,2009
4779,18,1973
2448,12,1984
3411,3,1987
9429,12,1979
6199,22,1989
8037,6,1995
1749,24,2004
8287,22,1986
6300,4,2011
1108,3,2002
7775,23,1979
5306,4,1982
5322,12,1998
6001,14,2002
3212,15,2008
8371,14,1978
3106,6,2010
8391,19,1995
4728,14,1988
263,12,1974
408,25,1988
8508,11,1993
7838,23,1987
7578,16,1983
5796,3,2014
4448,14,1983
9787,17,1992
1411,20,1972
308,4,2008
9753,9,1991
1115,20,1996
3940,20,1974
2186,12,1993
7291,22,1986
5443,15,2001
7991,6,2014
1358,13,2017
4971,16,1971
1972,16,2000
5416,2,1994
431,19,1985
8209,5,2001
877,16,1981
802,2,1980
7243,8,1980
3119,15,1986
9733,9,2011
2040,24,1994
8135,10,1971
9012,8,1983
1403,15,2018
220,21,1995
5924,21,1999
9122,18,2016
3674,18,1993
1650,6,1984
156,15,2007
2090,3,2012
1613,20,1998
4910,9,1984
5834,22,2015
3439,24,1971
9236,12,2008
5326,12,1977
2042,5,1989
6476,16,2004
4654,22,1990
5234,10,2003
3991,9,2001
5479,19,1989
5426,13,1997
2836,5,1974
1446,2,2007
4997,25,2002
6164,9,1989
4132,10,1971
3830,12,1972
27,21,1991
2945,5,1971
7856,22,1988
2113,3,1979
7283,3,1990
6854,2,1983
7276,2,1991
1282,20,2011
132,15,2007
7925,9,2013
5739,16,2004
3576,9,1993
8986,4,1986
5950,15,1990
3617,8,1995
6003,6,2009
7049,3,1992
5678,17,1979
801,24,1993
370,16,1979
7065,1,1972
3153,10,1992
9525,8,1997
4500,24,1993
1212,12,1972
4670,14,1980
632,10,2019
9972,14,1998
9818,7,1994
3025,1,2005
5769,22,2003
3314,10,1990
6920,16,2010
373,6,1996
4407,17,2003
5888,23,1973
9687,3,1981
597,25,1991
8824,25,1983
935,3,2015
885,3,2016
1385,5,1986
5397,6,1976
5113,15,2008
1614,24,1972
6729,10,2020
1762,2,1984
3322,20,1982
7686,15,1977
6253,18,1983
3132,19,2005
1569,2,2017
44,8,1996
8242,2,1973
326,1,2001
430,10,2011
5275,24,1983
1928,23,1983
1774,25,1976
5556,21,2019
336,18,2009
6102,24,1979
2617,22,2015
1006,7,2004
2981,5,2007
8586,16,2018
5642,6,1985
8917,8,2006
8378,22,2006
3954,1,1997
271,1,2020
3591,24,2016
675,11,1985
6819,11,2008
6862,3,1977
540,10,1974
3322,23,1992
9342,7,2003
2092,24,2010
5000,1,2002
1562,25,1997
6248,20,2016
515,12,2001
8407,3,1987
9488,8,2008
3134,8,2017
8813,19,2009
2176,16,1985
2939,23,2001
8282,18,1988
406,17,1989
996,24,1977
9306,17,1981
3872,24,2016
7253,10,2009
8373,8,2008
4799,17,1995
8287,19,1987
927,12,1981
3707,24,1994
1880,23,1980
198,25,2000
7106,19,1991
115,1,2020
68,2,1983
8669,20,1985
150,22,1979
5034,4,1989
2920,8,1993
9696,3,1982
647,21,1976
8023,24,1989
256,9,2019
9448,21,1985
217,2,1980
4825,2,2007
7292,22,1984
301,4,2006
4756,11,2015
2968,23,1986
4737,13,1993
9660,18,1995
4975,21,1983
6422,8,1974
4601,7,1985
3159,9,1989
4050,21,1987
3602,10,2007
8592,5,2003
4034,8,2007
6123,16,2005
1077,6,2017
6855,23,1980
5893,13,2000
7191,8,2004
8120,9,1997
2849,16,2015
2195,10,2019
3589,18,1981
6638,12,1996
877,24,2005
7348,6,2000
9427,9,2001
171,7,1997
9040,15,2009
5967,25,2018
2237,16,1971
6668,6,1971
6371,6,1995
6439,7,2006
564,7,2004
3107,22,1981
7724,9,1974
9271,22,2008
5965,6,1993
7434,21,2005
1240,19,2002
3731,20,2020
3293,7,1993
519,4,1975
1619,2,1977
2824,7,2005
8014,3,1972
6225,15,2009
676,25,2005
7145,3,2011
4302,24,1971
4905,18,2014
8916,15,2007
3885,1,1991
9728,4,2001
8748,23,1988
2639,15,1996
8693,21,1983
5896,16,2007
3818,15,2012
4716,8,1993
4427,21,1983
6055,2,1991
9837,22,1979
8095,13,2012
5622,14,2002
2740,15,2005
2497,25,1987
6423,8,1992
2317,22,1988
8066,8,1973
4077,4,1986
1228,10,2009
7079,5,2015
5024,14,1990
7907,21,1976
6171,15,1988
8786,11,1987
4730,20,2008
1267,4,2011
8647,15,1990
516,17,1985
1621,2,1984
8441,19,1989
7517,19,1981
138,6,1978
4602,2,1992
4575,23,1978
6778,5,1978
8071,13,2002
275,14,1997
8299,5,2016
8402,16,1987
3148,24,1971
1030,2,2006
1037,18,2016
7138,10,2002
6995,2,2009
394,3,1991
4689,22,2006
7018,7,1999
3527,6,2016
7708,12,1992
285,7,2018
4528,23,2003
5498,3,2001
9968,23,1983
3384,1,1990
7879,14,1981
375,10,2003
7168,16,1984
5214,10,2013
7204,21,1991
4343,9,2014
1370,5,1981
6933,5,1980
3741,14,2001
1731,23,2007
960,14,1986
9546,10,1989
3901,13,2012
370,6,2011
69,6,1988
5576,13,2012
7195,12,2016
9369,6,2008
9855,17,2012
7193,14,2012
4910,24,1995
9784,24,1984
8629,25,1979
3495,10,1976
5422,5,1973
7566,18,2006
9449,24,2012
3609,15,1979
3004,23,2002
9668,9,2005
9131,13,1978
8549,18,2006
3085,14,2003
5433,14,1984
1994,7,1973
433,16,2003
1620,11,1995
8748,16,2014
1817,23,1988
3404,1,2001
8957,1,2019
4475,9,1996
5489,22,1988
635,2,1985
3700,9,1981
7342,17,2017
4036,22,1982
4873,16,1990
528,13,1983
5450,7,1973
5565,23,1990
2059,20,1989
6710,20,2000
5824,21,2011
5483,1,1990
6386,23,1988
1951,22,2002
2557,2,2006
7314,24,2010
7758,25,2005
2368,18,1992
3590,1,2015
790,19,2017
3185,16,1999
484,13,2019
5918,1,2003
7130,7,1999
8661,21,1989
98,20,1984
2548,13,2014
5146,6,2008
959,12,1998
3855,18,1993
8702,1,1999
8660,7,2013
6539,9,1998
72,15,2011
9046,4,1987
1864,18,1981
6836,25,2019
7721,14,1989
6067,1,1980
2816,16,1996
8108,13,2019
8094,23,2019
7479,24,1997
9914,18,2015
9320,24,2005
1969,15,1984
3659,16,2012
605,23,1987
163,23,1971
4440,10,1986
1096,21,2008
9023,1,2018
2974,10,1988
9494,9,1995
6010,7,1992
514,4,2006
8609,10,2014
557,13,1980
3772,25,2015
9310,20,1985
4328,8,2008
8759,14,1983
13,22,1992
128,11,1991
8132,5,2004
3951,24,2004
4784,10,2010
7574,12,1975
7005,20,1992
5730,1,1992
1621,14,1973
6139,15,1998
9076,19,1990
5756,23,2016
4282,11,2002
3514,8,2015
6848,8,2011
1971,4,1973
2138,24,1979
113,12,1982
2632,19,2002
975,13,2000
5441,24,1997
8500,20,1987
7047,14,1977
5592,21,1983
1702,15,1999
5186,13,2016
6036,12,1982
4894,14,2005
559,24,2011
8925,25,2010
6571,2,2005
1697,9,1972
3399,20,1978
2537,4,2009
5174,12,1972
5605,3,1972
7567,2,2013
634,18,1985
8441,14,2015
6002,2,2013
7894,17,2000
4682,11,1989
5884,18,1987
3725,9,1991
8450,2,1988
6069,15,2013
5542,8,1997
3377,17,2002
1555,1,1987
7964,7,2014
734,23,1996
145,23,1988
8294,24,1984
750,8,2017
4246,15,1992
2800,8,1980
4163,10,2020
1903,20,1987
3574,4,1971
9903,3,2000
6234,25,2019
4696,12,1976
9512,17,1992
246,7,1977
8066,14,1997
3893,20,2013
5793,9,1972
2169,3,1983
7587,22,2009
9166,13,2020
7052,9,2009
106,13,2020
2411,23,1995
7677,4,1976
1764,9,2017
2493,23,2006
217,23,1972
3583,22,1987
3899,19,1973
9606,25,1981
2953,5,1971
5461,7,1973
6147,5,2010
6243,11,1991
8207,10,1994
7777,18,1973
9978,25,2017
4106,13,1992
4441,7,1980
1787,19,2010
312,21,1997
2387,2,2017
8213,19,2015
4750,14,2015
385,2,1997
8105,15,2007
15,14,1987
1464,10,2010
4966,12,2003
3757,5,1986
3926,9,2013
4005,8,1976
8570,11,1979
3945,23,1979
2956,25,2000
3226,10,2002
6083,19,1978
5516,16,2001
4091,24,2020
6960,22,2002
1450,23,2000
1071,8,2008
5405,3,2017
4200,12,2001
4870,10,1981
1109,9,2018
7835,19,2003
1597,3,1995
4198,15,1995
3928,6,2013
2847,21,1995
5913,17,2014
5642,19,1991
2517,24,1995
6956,2,1991
9885,18,1997
4166,11,1979
1681,23,2018
9946,7,1997
2636,19,2015
4528,5,2004
3408,6,1984
6633,22,1972
1759,13,1992
476,3,1990
1396,6,2003
9005,16,2003
8000,12,2011
1793,18,2011
9061,2,1996
4623,10,1973
9210,1,2017
3365,9,2019
2464,23,1981
4536,21,1999
5516,7,2000
7095,24,2012
5880,23,2009
3813,12,1983
5466,15,1997
8277,9,1980
4908,25,1975
5679,25,2004
7652,24,1979
4399,6,2005
8115,3,1991
7659,1,2006
4265,4,1984
7540,5,2017
7083,21,1980
9147,22,2010
6598,25,1970
1960,16,2015
5065,5,1996
7082,16,1977
7362,14,1999
3658,21,2001
99,4,1973
4787,8,1980
1307,11,1996
4011,17,1987
196,3,1985
4603,6,1987
4577,14,1977
9257,15,1982
6442,13,1998
6578,13,1986
6149,22,2001
631,17,1993
9958,16,2006
3543,25,2007
2978,22,2006
7592,8,1996
8589,18,2005
114,23,2013
6660,18,1973
3575,25,1970
8426,1,1990
338,2,1975
5820,10,1983
6735,11,2011
2219,4,2014
663,1,1992
7075,21,2005
4947,23,2012
7530,19,1983
7080,12,1973
7696,1,2000
6153,23,1974
3646,5,1971
6653,19,1982
7295,4,1992
1528,23,1976
5460,18,1980
5732,2,1989
3803,4,1999
3447,14,1986
6577,5,2007
1972,14,1980
6409,15,1982
3389,20,1996
3927,11,1989
4710,11,1994
8431,11,2012
4445,15,2002
6132,9,2008
2436,2,1975
6810,19,1999
4427,12,1986
773,2,2014
1326,6,2016
3690,17,2014
6669,3,2006
2101,24,1986
2470,8,1997
8913,19,1992
9952,20,1971
3713,1,2006
8814,25,1997
9760,3,1998
3174,16,1978
1565,19,2017
8799,14,1990
6029,12,1989
6771,12,2008
6140,24,2004
5771,8,1976
8943,1,2007
4412,20,2001
4259,15,2000
2958,5,1987
6930,15,1972
2974,23,1992
1771,15,2004
6258,12,1993
872,22,1998
5718,11,1971
178,16,1991
9796,6,1988
6349,15,1996
5153,25,1998
7777,4,1992
9617,25,2015
9596,15,2002
5716,18,1993
5397,7,2019
7244,9,2011
7512,2,2002
6316,11,1975
8934,12,1986
8975,6,1987
3080,1,1993
3563,6,1973
3250,2,2006
8882,24,1974
3000,24,1990
99,21,1978
964,10,1976
6392,17,2011
700,11,2000
6557,18,2001
8107,11,1993
1456,4,1982
1494,2,1988
7125,25,1993
1487,15,2018
4983,16,2020
2596,1,2005
8574,5,2018
9264,4,2004
9511,10,1971
2325,6,1972
5002,11,1997
9160,11,1987
5579,15,2005
8384,25,1991
3551,8,1982
6949,13,1990
7028,23,2002
7115,9,1991
7121,7,1992
3426,3,1971
2271,6,1991
8902,23,2014
5880,12,2019
8727,6,1984
7362,16,2013
8571,5,1994
2779,4,1972
4651,2,1991
8116,13,1985
5253,1,1982
3926,17,2018
2322,4,1997
1551,3,2016
7870,19,2001
2934,15,1990
8993,2,2000
2714,18,2014
5453,13,1983
9320,21,1974
2761,2,1980
4911,10,1974
5521,19,2011
2593,7,2006
1437,23,2002
4392,16,1973
9824,10,2002
2913,22,1981
1591,17,1972
2627,24,1979
468,17,2005
2088,16,2017
3897,12,2009
2737,2,1970
7219,8,2001
919,2,1992
8707,23,1975
7869,2,2019
7861,23,2008
1607,5,2019
498,22,2013
2731,13,2004
8418,19,2018
5396,12,1999
4581,18,1989
6902,2,2004
8140,2,2009
8076,10,1991
6235,10,1976
6411,9,2003
8432,7,1998
3952,6,2018
3056,14,2011
4082,25,1995
7378,17,1996
5321,24,2017
5623,15,1980
8493,7,2000
7244,8,1996
5946,10,2017
4667,7,2009
8145,15,2007
3403,23,2013
7121,16,2006
3525,25,1976
2130,4,1985
3998,8,2015
6992,18,1975
3621,25,1994
4766,1,2002
3462,21,2019
6908,12,1993
503,21,1975
609,5,2002
7622,16,1973
601,19,2002
570,17,2006
8241,7,2007
2567,21,2018
5875,11,2013
6883,22,2000
8732,13,1993
8714,2,2018
9413,11,1996
8282,8,2010
8179,9,2018
5127,4,1993
729,2,1995
877,10,2015
8588,9,2005
7782,17,2008
1877,6,2011
7074,22,2019
5399,7,1996
9309,23,1979
9366,13,1971
5706,13,1998
5483,19,1977
4929,21,2018
425,17,1971
937,18,2004
9808,19,2008
7617,5,2010
1365,1,2019
9210,15,1989
8057,8,1999
4992,17,1995
4606,2,1972
5258,13,1977
6408,10,1992
4237,23,1989
6292,10,2011
7965,24,1995
5210,5,1985
1187,6,1980
5285,16,1999
7749,2,1974
4385,12,1996
7156,24,1973
4514,13,2004
9549,3,2020
1919,22,1997
8270,13,2017
673,12,2017
5406,1,2000
8183,17,2015
7659,9,2002
4798,2,1983
8029,23,1973
2564,11,2017
7332,25,2003
6521,7,1985
6563,14,1999
3313,17,1983
95,5,1976
4901,3,1996
570,5,2013
8659,25,1987
8236,22,2015
4642,13,2004
138,1,1990
7748,5,1986
7742,15,1997
2868,16,1976
5319,17,1977
6448,19,1976
8753,16,2014
6472,17,2010
1203,18,2009
3045,22,2005
1186,19,2005
9370,19,1994
4627,24,1981
1251,11,1987
2894,17,1999
9548,7,2000
1345,10,1994
8571,10,1990
1650,8,2007
4843,25,2015
3990,24,1981
4249,10,2020
8325,24,1996
6987,21,1985
2986,19,1994
4657,11,2005
6013,9,1984
4630,9,1981
5605,12,1990
2893,2,1987
2213,17,2013
2788,20,1975
7582,11,2001
1662,23,1992
9517,14,1972
8701,24,2003
6022,16,2013
7152,3,1974
4584,16,2000
6271,15,1994
1290,4,2016
368,9,1976
4238,2,1981
2262,5,2011
3747,5,2017
5029,9,1984
8075,15,1976
7785,10,1983
1482,25,2019
1716,8,2002
1333,11,1998
621,17,2020
2858,15,2008
384,3,2015
1831,6,1985
5288,25,2014
4925,22,2009
56,3,2012
1351,14,2020
6747,20,2019
9951,13,2003
4542,3,1989
5196,13,2009
8256,7,1980
4752,12,1981
4592,6,2014
6342,19,2006
57,7,1999
891,15,1998
2519,13,1999
9996,17,1994
1268,9,2018
4281,16,2010
3993,24,1978
5941,17,2013
5875,21,1997
9675,8,1977
231,1,2013
3297,15,2012
7246,7,1998
7966,25,1986
6637,8,1971
9765,11,2013
425,3,2016
8127,5,2012
4709,23,2003
969,11,1984
2800,12,2011
2475,24,1991
5137,4,2000
9641,18,2010
2771,7,2013
1905,25,1991
2108,6,1979
6812,19,1997
973,9,2012
9022,15,1978
8908,14,1977
7185,7,1998
3793,10,2000
5223,23,1987
5054,15,2011
5718,16,1999
6673,7,1988
5845,5,1982
4181,19,2004
2483,2,1992
408,6,1986
5055,15,2018
8667,25,1997
7484,9,1972
2547,14,2008
2373,5,2004
4190,14,2007
3520,14,2000
678,12,1983
9494,20,1987
4020,7,2004
4969,21,2007
427,3,1987
6256,16,1994
9775,2,2019
2635,6,2009
1550,5,2005
194,24,2018
4035,4,1978
8139,2,2009
2208,5,1989
3651,23,2008
8510,23,2014
2424,25,1990
2219,8,2012
1723,13,1977
9745,11,1988
7906,6,2006
2568,2,1972
8860,13,1996
2712,24,1991
4883,11,2010
2812,16,1972
864,25,2019
1846,10,1995
5760,23,2017
1484,15,2012
5667,24,1994
9129,23,2003
6677,12,1979
5243,9,1988
364,17,1984
4239,16,1990
8672,7,1997
5717,6,2016
9221,2,1978
7586,16,1973
6707,21,2009
6366,4,1992
5123,25,1973
235,22,2008
3645,25,2014
1764,2,1990
1550,17,1980
5501,24,1990
6474,6,2015
3808,17,2016
9163,9,1981
8919,10,2012
2781,25,2003
5724,2,2004
3909,12,2009
7771,15,1982
1707,22,1989
8476,4,1999
2768,4,1997
4035,24,1995
8378,5,1998
5016,21,2014
4576,2,2019
9573,22,1989
2515,8,2008
1001,2,2017
2331,13,1976
5206,15,1979
9074,10,2002
8506,23,2004
4501,13,2018
8509,4,1983
6386,7,1971
6078,1,2002
2259,2,2003
8279,17,2003
6311,1,2003
3331,15,1983
7159,2,2003
9399,5,1986
2076,24,2020
5755,21,1983
4056,10,1988
6743,14,1997
7835,4,1983
914,18,1980
6181,8,2004
271,21,1982
7566,3,1986
8930,18,1994
8973,15,2016
6156,16,1998
6169,5,1992
755,7,2007
4409,15,2010
9175,24,2006
610,13,1995
7224,15,1977
5261,7,1973
287,3,1984
7710,17,2018
4401,25,1983
3753,2,1979
9400,1,1995
3447,18,2007
4454,17,1992
9115,3,1973
4133,3,1975
1768,22,1998
2961,2,1971
8785,15,2014
7783,18,1998
9664,6,1986
4806,21,1985
7998,19,2015
9791,20,1990
1027,13,1981
1124,18,1983
6167,10,1994
9948,21,2006
5263,13,1990
9959,22,1971
7018,12,2020
7335,12,1977
43,14,2012
2031,1,1972
5073,21,2001
6713,5,2013
2103,1,2017
8169,2,1981
8789,19,2006
574,8,2006
1704,23,1991
1171,12,1973
3333,10,2004
6995,4,1976
4196,3,1980
2809,16,1976
3018,10,2000
5210,1,2006
9779,14,1978
6883,20,1991
647,12,1993
7937,20,1991
2888,1,1973
5026,21,2020
9333,9,2006
132,1,1983
1064,24,2001
2264,14,2010
682,20,1992
1405,24,2002
3461,13,2016
4801,23,1998
6269,1,2005
5565,8,2016
1447,13,1981
3420,16,2017
9775,24,1987
5635,10,2019
3506,24,1985
2418,5,1989
7094,12,2002
440,22,1982
2929,9,1978
9713,16,1996
8555,1,1994
698,20,2014
6011,3,2020
7626,15,1998
8172,1,2009
9173,15,1992
1142,7,2014
499,10,2016
2242,22,1986
6241,7,1994
7210,1,1996
6849,17,1995
1044,24,2001
6663,5,2019
2835,14,2013
3116,16,2014
8448,25,2009
4147,13,2008
9657,3,1975
355,17,1972
8022,1,1979
6053,16,1996
5337,1,2001
4873,25,1983
6044,25,2012
224,6,1972
4184,5,1999
8253,1,1985
3627,25,1995
2195,21,1977
1307,1,1977
1440,18,1978
9455,24,2007
8509,10,1999
1236,21,1997
798,10,2013
7692,23,2011
872,14,2012
7954,21,1971
8083,10,2000
6064,16,2008
1830,22,1971
2073,22,1984
8645,25,1987
5785,3,2006
5058,17,1997
3242,5,2006
1387,25,2012
3665,20,1989
8316,18,1983
8793,21,2016
6852,4,1977
1386,25,1983
6477,25,2007
5037,24,2004
7414,14,1982
6278,4,1990
6760,23,2013
753,14,1998
3861,18,1991
9089,22,1993
744,3,1984
4302,22,1995
7603,21,2014
5115,18,2006
2237,22,2009
8691,6,1999
3767,24,2004
7057,11,1983
4280,8,1980
8130,5,1982
9359,24,2009
7722,17,2019
7938,14,2011
6658,18,1983
3841,18,1979
5586,3,2004
4802,13,1984
7650,24,1984
7340,21,1988
4137,8,2013
4666,25,1982
5869,11,1979
5938,12,1990
1745,18,1993
2962,5,1979
1206,19,2001
4200,22,2016
6790,15,2003
5169,9,1991
4970,12,2010
3219,11,1982
5962,21,2011
6638,21,1999
5264,24,1999
9420,7,1976
8891,14,1971
3459,8,2015
5993,9,1978
9212,6,1984
4210,5,2008
8619,2,2013
1393,24,2007
5741,7,2005
5695,16,1977
3626,16,1987
1914,4,1974
3757,1,1994
3314,9,2011
3068,8,2017
9673,12,2003
5188,19,1985
9362,12,1982
3005,12,1982
1139,11,1978
1411,18,2003
6491,4,1996
6139,6,1983
2531,13,2012
6021,13,2010
4512,24,1987
3518,19,1975
2246,12,2015
954,20,2006
7419,5,1972
2026,15,1992
3780,24,1978
3165,7,1983
3003,11,1986
2563,24,2003
7625,23,1978
1351,20,2009
4116,6,2011
9121,25,1985
6200,20,1992
5952,2,1985
6207,6,2000
7231,20,1993
7094,17,2000
2699,11,1983
2748,20,1998
725,8,2015
6757,17,2007
5705,1,1977
8439,8,1974
3952,17,2007
8866,11,1981
3157,2,2001
8446,19,1984
968,17,1971
8556,9,1998
5240,17,1995
3909,22,2003
6307,6,1979
3290,23,1987
6637,11,1985
7204,8,1979
5419,22,2007
752,24,2000
5892,4,2020
6988,5,2008
543,1,1971
5436,18,2004
426,8,1993
4681,10,2007
839,4,2002
9897,14,2004
378,24,1982
1614,20,1983
